filename,label,original_filename,source_path
pushing cart_95C6G2SxncE.mp4,pushing cart,95C6G2SxncE.mp4,E:\kinetics400_5per\train\pushing cart\95C6G2SxncE.mp4
blowing leaves_16a65wnUux0.mp4,blowing leaves,16a65wnUux0.mp4,E:\kinetics400_5per\train\blowing leaves\16a65wnUux0.mp4
brushing teeth_zOUgDkBoQ0M.mp4,brushing teeth,zOUgDkBoQ0M.mp4,E:\kinetics400_5per\train\brushing teeth\zOUgDkBoQ0M.mp4
playing basketball_GI_713QiWrg.mp4,playing basketball,GI_713QiWrg.mp4,E:\kinetics400_5per\train\playing basketball\GI_713QiWrg.mp4
breakdancing__snlvqeStGI.mp4,breakdancing,_snlvqeStGI.mp4,E:\kinetics400_5per\train\breakdancing\_snlvqeStGI.mp4
cooking on campfire_OsCiSXF_H6s.mp4,cooking on campfire,OsCiSXF_H6s.mp4,E:\kinetics400_5per\train\cooking on campfire\OsCiSXF_H6s.mp4
throwing discus_4o1wFi07NS8.mp4,throwing discus,4o1wFi07NS8.mp4,E:\kinetics400_5per\train\throwing discus\4o1wFi07NS8.mp4
singing_P9T3s515gcw.mp4,singing,P9T3s515gcw.mp4,E:\kinetics400_5per\train\singing\P9T3s515gcw.mp4
grooming horse_S7bYp0EaDqU.mp4,grooming horse,S7bYp0EaDqU.mp4,E:\kinetics400_5per\train\grooming horse\S7bYp0EaDqU.mp4
cooking chicken_2J_CJf4qN3g.mp4,cooking chicken,2J_CJf4qN3g.mp4,E:\kinetics400_5per\train\cooking chicken\2J_CJf4qN3g.mp4
archery__UZzwGw2Wf4.mp4,archery,_UZzwGw2Wf4.mp4,E:\kinetics400_5per\train\archery\_UZzwGw2Wf4.mp4
opening bottle_yuMA0kzPPyA.mp4,opening bottle,yuMA0kzPPyA.mp4,E:\kinetics400_5per\train\opening bottle\yuMA0kzPPyA.mp4
eating hotdog_RPPEd9hMDcg.mp4,eating hotdog,RPPEd9hMDcg.mp4,E:\kinetics400_5per\train\eating hotdog\RPPEd9hMDcg.mp4
bartending_3JKOc-rtfYA.mp4,bartending,3JKOc-rtfYA.mp4,E:\kinetics400_5per\train\bartending\3JKOc-rtfYA.mp4
passing American football (in game)_ZVRrnRKKKBs.mp4,passing American football (in game),ZVRrnRKKKBs.mp4,E:\kinetics400_5per\train\passing American football (in game)\ZVRrnRKKKBs.mp4
diving cliff_xg9-SywUMD8.mp4,diving cliff,xg9-SywUMD8.mp4,E:\kinetics400_5per\train\diving cliff\xg9-SywUMD8.mp4
riding mountain bike_LDSeYeN5G8s.mp4,riding mountain bike,LDSeYeN5G8s.mp4,E:\kinetics400_5per\train\riding mountain bike\LDSeYeN5G8s.mp4
shearing sheep_YDeqwbr5QCo.mp4,shearing sheep,YDeqwbr5QCo.mp4,E:\kinetics400_5per\train\shearing sheep\YDeqwbr5QCo.mp4
throwing discus_fedq18F2e38.mp4,throwing discus,fedq18F2e38.mp4,E:\kinetics400_5per\train\throwing discus\fedq18F2e38.mp4
blowing nose_LbXtztjmxs8.mp4,blowing nose,LbXtztjmxs8.mp4,E:\kinetics400_5per\train\blowing nose\LbXtztjmxs8.mp4
long jump_dCJmMvH6acQ.mp4,long jump,dCJmMvH6acQ.mp4,E:\kinetics400_5per\train\long jump\dCJmMvH6acQ.mp4
hitting baseball_4iR6UP9tg7I.mp4,hitting baseball,4iR6UP9tg7I.mp4,E:\kinetics400_5per\train\hitting baseball\4iR6UP9tg7I.mp4
pole vault_yjQPe0E3fOA.mp4,pole vault,yjQPe0E3fOA.mp4,E:\kinetics400_5per\train\pole vault\yjQPe0E3fOA.mp4
bowling_9UI23X46-w8.mp4,bowling,9UI23X46-w8.mp4,E:\kinetics400_5per\train\bowling\9UI23X46-w8.mp4
headbutting_3VQRiLUcr9A.mp4,headbutting,3VQRiLUcr9A.mp4,E:\kinetics400_5per\train\headbutting\3VQRiLUcr9A.mp4
playing badminton_uYH5pfHlIxg.mp4,playing badminton,uYH5pfHlIxg.mp4,E:\kinetics400_5per\train\playing badminton\uYH5pfHlIxg.mp4
massaging person's head_fPb9ITiAjdw.mp4,massaging person's head,fPb9ITiAjdw.mp4,E:\kinetics400_5per\train\massaging person's head\fPb9ITiAjdw.mp4
tango dancing_veaT_fh7vV8.mp4,tango dancing,veaT_fh7vV8.mp4,E:\kinetics400_5per\train\tango dancing\veaT_fh7vV8.mp4
feeding birds_PeuOzCbZROg.mp4,feeding birds,PeuOzCbZROg.mp4,E:\kinetics400_5per\train\feeding birds\PeuOzCbZROg.mp4
vault_MiTZwviysb0.mp4,vault,MiTZwviysb0.mp4,E:\kinetics400_5per\train\vault\MiTZwviysb0.mp4
ski jumping_UJfgKYtoQzI.mp4,ski jumping,UJfgKYtoQzI.mp4,E:\kinetics400_5per\train\ski jumping\UJfgKYtoQzI.mp4
smoking hookah_PK6NotYtLJA.mp4,smoking hookah,PK6NotYtLJA.mp4,E:\kinetics400_5per\train\smoking hookah\PK6NotYtLJA.mp4
bowling_shs0FJTFRwk.mp4,bowling,shs0FJTFRwk.mp4,E:\kinetics400_5per\train\bowling\shs0FJTFRwk.mp4
juggling balls_dUvCDjG8cZ8.mp4,juggling balls,dUvCDjG8cZ8.mp4,E:\kinetics400_5per\train\juggling balls\dUvCDjG8cZ8.mp4
pole vault__0Dhj9_7EgM.mp4,pole vault,_0Dhj9_7EgM.mp4,E:\kinetics400_5per\train\pole vault\_0Dhj9_7EgM.mp4
capoeira_WVbnJ4p79GU.mp4,capoeira,WVbnJ4p79GU.mp4,E:\kinetics400_5per\train\capoeira\WVbnJ4p79GU.mp4
hurling (sport)_apNWqMQxBF0.mp4,hurling (sport),apNWqMQxBF0.mp4,E:\kinetics400_5per\train\hurling (sport)\apNWqMQxBF0.mp4
cleaning shoes_JFhGckCH05U.mp4,cleaning shoes,JFhGckCH05U.mp4,E:\kinetics400_5per\train\cleaning shoes\JFhGckCH05U.mp4
playing clarinet_JVoD_Iuh73A.mp4,playing clarinet,JVoD_Iuh73A.mp4,E:\kinetics400_5per\train\playing clarinet\JVoD_Iuh73A.mp4
bungee jumping_Azf11UXLmsU.mp4,bungee jumping,Azf11UXLmsU.mp4,E:\kinetics400_5per\train\bungee jumping\Azf11UXLmsU.mp4
massaging person's head_98bJCul6QgE.mp4,massaging person's head,98bJCul6QgE.mp4,E:\kinetics400_5per\train\massaging person's head\98bJCul6QgE.mp4
snorkeling_1f1yZIBVc0w.mp4,snorkeling,1f1yZIBVc0w.mp4,E:\kinetics400_5per\train\snorkeling\1f1yZIBVc0w.mp4
garbage collecting_06xpoVe6ZoQ.mp4,garbage collecting,06xpoVe6ZoQ.mp4,E:\kinetics400_5per\train\garbage collecting\06xpoVe6ZoQ.mp4
bookbinding_XtZPaEfbYXE.mp4,bookbinding,XtZPaEfbYXE.mp4,E:\kinetics400_5per\train\bookbinding\XtZPaEfbYXE.mp4
snorkeling_c_9NtmQo7yw.mp4,snorkeling,c_9NtmQo7yw.mp4,E:\kinetics400_5per\train\snorkeling\c_9NtmQo7yw.mp4
push up_UDt92_bblCo.mp4,push up,UDt92_bblCo.mp4,E:\kinetics400_5per\train\push up\UDt92_bblCo.mp4
pole vault_J6vJkEmlcq8.mp4,pole vault,J6vJkEmlcq8.mp4,E:\kinetics400_5per\train\pole vault\J6vJkEmlcq8.mp4
tobogganing_SJar2GBlLuY.mp4,tobogganing,SJar2GBlLuY.mp4,E:\kinetics400_5per\train\tobogganing\SJar2GBlLuY.mp4
flipping pancake_DwughryDfBo.mp4,flipping pancake,DwughryDfBo.mp4,E:\kinetics400_5per\train\flipping pancake\DwughryDfBo.mp4
skiing (not slalom or crosscountry)_Ob0S1gvD4rQ.mp4,skiing (not slalom or crosscountry),Ob0S1gvD4rQ.mp4,E:\kinetics400_5per\train\skiing (not slalom or crosscountry)\Ob0S1gvD4rQ.mp4
playing guitar_ste5t4lPtLM.mp4,playing guitar,ste5t4lPtLM.mp4,E:\kinetics400_5per\train\playing guitar\ste5t4lPtLM.mp4
diving cliff_dYmNkj40BIY.mp4,diving cliff,dYmNkj40BIY.mp4,E:\kinetics400_5per\train\diving cliff\dYmNkj40BIY.mp4
playing badminton_krU4VlpPI7U.mp4,playing badminton,krU4VlpPI7U.mp4,E:\kinetics400_5per\train\playing badminton\krU4VlpPI7U.mp4
marching_IbCsmBj8xi0.mp4,marching,IbCsmBj8xi0.mp4,E:\kinetics400_5per\train\marching\IbCsmBj8xi0.mp4
throwing discus_9KhySeZbYFQ.mp4,throwing discus,9KhySeZbYFQ.mp4,E:\kinetics400_5per\train\throwing discus\9KhySeZbYFQ.mp4
presenting weather forecast_34MfAi-Ao64.mp4,presenting weather forecast,34MfAi-Ao64.mp4,E:\kinetics400_5per\train\presenting weather forecast\34MfAi-Ao64.mp4
abseiling_h4fxmyfMgdU.mp4,abseiling,h4fxmyfMgdU.mp4,E:\kinetics400_5per\train\abseiling\h4fxmyfMgdU.mp4
making snowman_fVnqNuQZ27E.mp4,making snowman,fVnqNuQZ27E.mp4,E:\kinetics400_5per\train\making snowman\fVnqNuQZ27E.mp4
decorating the christmas tree_RgQoCA1LWGg.mp4,decorating the christmas tree,RgQoCA1LWGg.mp4,E:\kinetics400_5per\train\decorating the christmas tree\RgQoCA1LWGg.mp4
playing didgeridoo_Tf-uqQgehso.mp4,playing didgeridoo,Tf-uqQgehso.mp4,E:\kinetics400_5per\train\playing didgeridoo\Tf-uqQgehso.mp4
golf putting_yxWp7bnTsj0.mp4,golf putting,yxWp7bnTsj0.mp4,E:\kinetics400_5per\train\golf putting\yxWp7bnTsj0.mp4
golf driving_z8Bm8UbYQYw.mp4,golf driving,z8Bm8UbYQYw.mp4,E:\kinetics400_5per\train\golf driving\z8Bm8UbYQYw.mp4
stomping grapes_XsGWvcQurW4.mp4,stomping grapes,XsGWvcQurW4.mp4,E:\kinetics400_5per\train\stomping grapes\XsGWvcQurW4.mp4
bending back_iSnDJ0UG6uw.mp4,bending back,iSnDJ0UG6uw.mp4,E:\kinetics400_5per\train\bending back\iSnDJ0UG6uw.mp4
playing cards_YX7gU-Kumzo.mp4,playing cards,YX7gU-Kumzo.mp4,E:\kinetics400_5per\train\playing cards\YX7gU-Kumzo.mp4
shaving head_e_LZGHPsJZQ.mp4,shaving head,e_LZGHPsJZQ.mp4,E:\kinetics400_5per\train\shaving head\e_LZGHPsJZQ.mp4
spray painting_v1Woac-iYYA.mp4,spray painting,v1Woac-iYYA.mp4,E:\kinetics400_5per\train\spray painting\v1Woac-iYYA.mp4
rock scissors paper_jDFnViSc30g.mp4,rock scissors paper,jDFnViSc30g.mp4,E:\kinetics400_5per\train\rock scissors paper\jDFnViSc30g.mp4
scrambling eggs_B5kMvnycsW8.mp4,scrambling eggs,B5kMvnycsW8.mp4,E:\kinetics400_5per\train\scrambling eggs\B5kMvnycsW8.mp4
golf putting_uZZtblfFjC8.mp4,golf putting,uZZtblfFjC8.mp4,E:\kinetics400_5per\train\golf putting\uZZtblfFjC8.mp4
flipping pancake_c5EUULFQTtM.mp4,flipping pancake,c5EUULFQTtM.mp4,E:\kinetics400_5per\train\flipping pancake\c5EUULFQTtM.mp4
making snowman_ldry0BwNc_w.mp4,making snowman,ldry0BwNc_w.mp4,E:\kinetics400_5per\train\making snowman\ldry0BwNc_w.mp4
playing tennis_f-nCiq5C3ws.mp4,playing tennis,f-nCiq5C3ws.mp4,E:\kinetics400_5per\train\playing tennis\f-nCiq5C3ws.mp4
playing trombone_5vGF0hWvk68.mp4,playing trombone,5vGF0hWvk68.mp4,E:\kinetics400_5per\train\playing trombone\5vGF0hWvk68.mp4
pushing cart_HNDv7KH8b90.mp4,pushing cart,HNDv7KH8b90.mp4,E:\kinetics400_5per\train\pushing cart\HNDv7KH8b90.mp4
jetskiing_kF1l5dhdjJo.mp4,jetskiing,kF1l5dhdjJo.mp4,E:\kinetics400_5per\train\jetskiing\kF1l5dhdjJo.mp4
snowkiting_yNVQSnXyVic.mp4,snowkiting,yNVQSnXyVic.mp4,E:\kinetics400_5per\train\snowkiting\yNVQSnXyVic.mp4
catching or throwing baseball_itwezb029W0.mp4,catching or throwing baseball,itwezb029W0.mp4,E:\kinetics400_5per\train\catching or throwing baseball\itwezb029W0.mp4
high jump_LNAwF3-y1ts.mp4,high jump,LNAwF3-y1ts.mp4,E:\kinetics400_5per\train\high jump\LNAwF3-y1ts.mp4
eating burger_E6J5jEMe35E.mp4,eating burger,E6J5jEMe35E.mp4,E:\kinetics400_5per\train\eating burger\E6J5jEMe35E.mp4
water sliding_3ELeJOLh5z8.mp4,water sliding,3ELeJOLh5z8.mp4,E:\kinetics400_5per\train\water sliding\3ELeJOLh5z8.mp4
cheerleading_k8DKXieSX1M.mp4,cheerleading,k8DKXieSX1M.mp4,E:\kinetics400_5per\train\cheerleading\k8DKXieSX1M.mp4
news anchoring_VC6rhZ6Yxeo.mp4,news anchoring,VC6rhZ6Yxeo.mp4,E:\kinetics400_5per\train\news anchoring\VC6rhZ6Yxeo.mp4
headbanging_vCG8p772V4g.mp4,headbanging,vCG8p772V4g.mp4,E:\kinetics400_5per\train\headbanging\vCG8p772V4g.mp4
juggling balls_cDc1N9kSq44.mp4,juggling balls,cDc1N9kSq44.mp4,E:\kinetics400_5per\train\juggling balls\cDc1N9kSq44.mp4
shot put_SyA2xjt3by4.mp4,shot put,SyA2xjt3by4.mp4,E:\kinetics400_5per\train\shot put\SyA2xjt3by4.mp4
kitesurfing_bOX0t2-tW1k.mp4,kitesurfing,bOX0t2-tW1k.mp4,E:\kinetics400_5per\train\kitesurfing\bOX0t2-tW1k.mp4
marching_oYujIoIKVBw.mp4,marching,oYujIoIKVBw.mp4,E:\kinetics400_5per\train\marching\oYujIoIKVBw.mp4
running on treadmill_U3pn3Bua6sg.mp4,running on treadmill,U3pn3Bua6sg.mp4,E:\kinetics400_5per\train\running on treadmill\U3pn3Bua6sg.mp4
reading book_e9EdYSIE4Jk.mp4,reading book,e9EdYSIE4Jk.mp4,E:\kinetics400_5per\train\reading book\e9EdYSIE4Jk.mp4
swimming butterfly stroke_Xqp9ziJ3Owg.mp4,swimming butterfly stroke,Xqp9ziJ3Owg.mp4,E:\kinetics400_5per\train\swimming butterfly stroke\Xqp9ziJ3Owg.mp4
hammer throw_a-ri6E2VRag.mp4,hammer throw,a-ri6E2VRag.mp4,E:\kinetics400_5per\train\hammer throw\a-ri6E2VRag.mp4
ice climbing_GiNegxzclP0.mp4,ice climbing,GiNegxzclP0.mp4,E:\kinetics400_5per\train\ice climbing\GiNegxzclP0.mp4
riding or walking with horse_7ltWhdfYIrs.mp4,riding or walking with horse,7ltWhdfYIrs.mp4,E:\kinetics400_5per\train\riding or walking with horse\7ltWhdfYIrs.mp4
brushing teeth_VQrfn48u-2c.mp4,brushing teeth,VQrfn48u-2c.mp4,E:\kinetics400_5per\train\brushing teeth\VQrfn48u-2c.mp4
playing harp_XZ4TXa4UWb0.mp4,playing harp,XZ4TXa4UWb0.mp4,E:\kinetics400_5per\train\playing harp\XZ4TXa4UWb0.mp4
throwing discus_VI8I0eLhvZw.mp4,throwing discus,VI8I0eLhvZw.mp4,E:\kinetics400_5per\train\throwing discus\VI8I0eLhvZw.mp4
skipping rope_dwcfuF1U8T4.mp4,skipping rope,dwcfuF1U8T4.mp4,E:\kinetics400_5per\train\skipping rope\dwcfuF1U8T4.mp4
ski jumping_1TrsTk09X8w.mp4,ski jumping,1TrsTk09X8w.mp4,E:\kinetics400_5per\train\ski jumping\1TrsTk09X8w.mp4
snowkiting_k5oeoBc7Kro.mp4,snowkiting,k5oeoBc7Kro.mp4,E:\kinetics400_5per\train\snowkiting\k5oeoBc7Kro.mp4
smoking hookah_gVN0MM62vcc.mp4,smoking hookah,gVN0MM62vcc.mp4,E:\kinetics400_5per\train\smoking hookah\gVN0MM62vcc.mp4
playing cards_jXe8GoVXJJs.mp4,playing cards,jXe8GoVXJJs.mp4,E:\kinetics400_5per\train\playing cards\jXe8GoVXJJs.mp4
riding unicycle_a4kIRg8YvWw.mp4,riding unicycle,a4kIRg8YvWw.mp4,E:\kinetics400_5per\train\riding unicycle\a4kIRg8YvWw.mp4
brushing teeth_rrfajLIhHA8.mp4,brushing teeth,rrfajLIhHA8.mp4,E:\kinetics400_5per\train\brushing teeth\rrfajLIhHA8.mp4
cleaning floor_NEMuTPuQBXM.mp4,cleaning floor,NEMuTPuQBXM.mp4,E:\kinetics400_5per\train\cleaning floor\NEMuTPuQBXM.mp4
changing wheel_Td4BVn9ebSE.mp4,changing wheel,Td4BVn9ebSE.mp4,E:\kinetics400_5per\train\changing wheel\Td4BVn9ebSE.mp4
washing hands_pdBrKmiIDPU.mp4,washing hands,pdBrKmiIDPU.mp4,E:\kinetics400_5per\train\washing hands\pdBrKmiIDPU.mp4
golf putting_DJ-r7jxvz1s.mp4,golf putting,DJ-r7jxvz1s.mp4,E:\kinetics400_5per\train\golf putting\DJ-r7jxvz1s.mp4
feeding birds_PiUXDYJZrn4.mp4,feeding birds,PiUXDYJZrn4.mp4,E:\kinetics400_5per\train\feeding birds\PiUXDYJZrn4.mp4
riding elephant_BQBd7bgrtD4.mp4,riding elephant,BQBd7bgrtD4.mp4,E:\kinetics400_5per\train\riding elephant\BQBd7bgrtD4.mp4
milking cow_tg3FcOtYkg4.mp4,milking cow,tg3FcOtYkg4.mp4,E:\kinetics400_5per\train\milking cow\tg3FcOtYkg4.mp4
country line dancing_OKqNj7IUy6M.mp4,country line dancing,OKqNj7IUy6M.mp4,E:\kinetics400_5per\train\country line dancing\OKqNj7IUy6M.mp4
bench pressing_sgPDFliqQUo.mp4,bench pressing,sgPDFliqQUo.mp4,E:\kinetics400_5per\train\bench pressing\sgPDFliqQUo.mp4
playing trumpet_OF4pDm5fHOM.mp4,playing trumpet,OF4pDm5fHOM.mp4,E:\kinetics400_5per\train\playing trumpet\OF4pDm5fHOM.mp4
robot dancing_EnXFSwrZqS8.mp4,robot dancing,EnXFSwrZqS8.mp4,E:\kinetics400_5per\train\robot dancing\EnXFSwrZqS8.mp4
dancing macarena_gbecENhzmS8.mp4,dancing macarena,gbecENhzmS8.mp4,E:\kinetics400_5per\train\dancing macarena\gbecENhzmS8.mp4
playing squash or racquetball_b39hqdpOn7k.mp4,playing squash or racquetball,b39hqdpOn7k.mp4,E:\kinetics400_5per\train\playing squash or racquetball\b39hqdpOn7k.mp4
waxing legs_TyfDtN6cle8.mp4,waxing legs,TyfDtN6cle8.mp4,E:\kinetics400_5per\train\waxing legs\TyfDtN6cle8.mp4
baking cookies_3SJpuJctSCY.mp4,baking cookies,3SJpuJctSCY.mp4,E:\kinetics400_5per\train\baking cookies\3SJpuJctSCY.mp4
playing badminton_SM0qY2t6JA0.mp4,playing badminton,SM0qY2t6JA0.mp4,E:\kinetics400_5per\train\playing badminton\SM0qY2t6JA0.mp4
blowing leaves_1hUEW_qUfcY.mp4,blowing leaves,1hUEW_qUfcY.mp4,E:\kinetics400_5per\train\blowing leaves\1hUEW_qUfcY.mp4
cheerleading_n6UEAAWubgA.mp4,cheerleading,n6UEAAWubgA.mp4,E:\kinetics400_5per\train\cheerleading\n6UEAAWubgA.mp4
eating burger_Hg7LOGBa30w.mp4,eating burger,Hg7LOGBa30w.mp4,E:\kinetics400_5per\train\eating burger\Hg7LOGBa30w.mp4
sled dog racing_sWK7rQ1SlsE.mp4,sled dog racing,sWK7rQ1SlsE.mp4,E:\kinetics400_5per\train\sled dog racing\sWK7rQ1SlsE.mp4
unboxing_QD4O4eLSoI4.mp4,unboxing,QD4O4eLSoI4.mp4,E:\kinetics400_5per\train\unboxing\QD4O4eLSoI4.mp4
riding mountain bike_ba1VPsp1aSg.mp4,riding mountain bike,ba1VPsp1aSg.mp4,E:\kinetics400_5per\train\riding mountain bike\ba1VPsp1aSg.mp4
arm wrestling_x8MZpti49ZE.mp4,arm wrestling,x8MZpti49ZE.mp4,E:\kinetics400_5per\train\arm wrestling\x8MZpti49ZE.mp4
playing badminton_wIsIZ05n8S0.mp4,playing badminton,wIsIZ05n8S0.mp4,E:\kinetics400_5per\train\playing badminton\wIsIZ05n8S0.mp4
gymnastics tumbling_OWVPNBH00qw.mp4,gymnastics tumbling,OWVPNBH00qw.mp4,E:\kinetics400_5per\train\gymnastics tumbling\OWVPNBH00qw.mp4
grooming horse_HCutc1vB4uw.mp4,grooming horse,HCutc1vB4uw.mp4,E:\kinetics400_5per\train\grooming horse\HCutc1vB4uw.mp4
stretching leg_L2b8iid80G4.mp4,stretching leg,L2b8iid80G4.mp4,E:\kinetics400_5per\train\stretching leg\L2b8iid80G4.mp4
rock climbing_CnbW_99eN3U.mp4,rock climbing,CnbW_99eN3U.mp4,E:\kinetics400_5per\train\rock climbing\CnbW_99eN3U.mp4
playing ice hockey_cqXQFQhzOLI.mp4,playing ice hockey,cqXQFQhzOLI.mp4,E:\kinetics400_5per\train\playing ice hockey\cqXQFQhzOLI.mp4
tying knot (not on a tie)_MzV28D-owVo.mp4,tying knot (not on a tie),MzV28D-owVo.mp4,E:\kinetics400_5per\train\tying knot (not on a tie)\MzV28D-owVo.mp4
snowboarding_Dxh8u-stXhY.mp4,snowboarding,Dxh8u-stXhY.mp4,E:\kinetics400_5per\train\snowboarding\Dxh8u-stXhY.mp4
dribbling basketball_9My39FDO_nU.mp4,dribbling basketball,9My39FDO_nU.mp4,E:\kinetics400_5per\train\dribbling basketball\9My39FDO_nU.mp4
dodgeball_RLzO3-wHTHU.mp4,dodgeball,RLzO3-wHTHU.mp4,E:\kinetics400_5per\train\dodgeball\RLzO3-wHTHU.mp4
balloon blowing_v4aBke1vHeA.mp4,balloon blowing,v4aBke1vHeA.mp4,E:\kinetics400_5per\train\balloon blowing\v4aBke1vHeA.mp4
bowling_dU3-oh0im4Y.mp4,bowling,dU3-oh0im4Y.mp4,E:\kinetics400_5per\train\bowling\dU3-oh0im4Y.mp4
snowkiting_41xKvCaZljs.mp4,snowkiting,41xKvCaZljs.mp4,E:\kinetics400_5per\train\snowkiting\41xKvCaZljs.mp4
hockey stop_mfY8DUr1Vy0.mp4,hockey stop,mfY8DUr1Vy0.mp4,E:\kinetics400_5per\train\hockey stop\mfY8DUr1Vy0.mp4
motorcycling_uoWrAudoFsI.mp4,motorcycling,uoWrAudoFsI.mp4,E:\kinetics400_5per\train\motorcycling\uoWrAudoFsI.mp4
weaving basket_75vr3M-00RE.mp4,weaving basket,75vr3M-00RE.mp4,E:\kinetics400_5per\train\weaving basket\75vr3M-00RE.mp4
cutting watermelon_tG-IryuAEJI.mp4,cutting watermelon,tG-IryuAEJI.mp4,E:\kinetics400_5per\train\cutting watermelon\tG-IryuAEJI.mp4
kitesurfing_butOPM_amx8.mp4,kitesurfing,butOPM_amx8.mp4,E:\kinetics400_5per\train\kitesurfing\butOPM_amx8.mp4
canoeing or kayaking_VoAIk-FOzjQ.mp4,canoeing or kayaking,VoAIk-FOzjQ.mp4,E:\kinetics400_5per\train\canoeing or kayaking\VoAIk-FOzjQ.mp4
tai chi_-BoxPG3qk5Q.mp4,tai chi,-BoxPG3qk5Q.mp4,E:\kinetics400_5per\train\tai chi\-BoxPG3qk5Q.mp4
snatch weight lifting_hDmUGfe_Fdg.mp4,snatch weight lifting,hDmUGfe_Fdg.mp4,E:\kinetics400_5per\train\snatch weight lifting\hDmUGfe_Fdg.mp4
playing harmonica_Dw8BGGcSMC8.mp4,playing harmonica,Dw8BGGcSMC8.mp4,E:\kinetics400_5per\train\playing harmonica\Dw8BGGcSMC8.mp4
brushing teeth_9QQu4jRqFKY.mp4,brushing teeth,9QQu4jRqFKY.mp4,E:\kinetics400_5per\train\brushing teeth\9QQu4jRqFKY.mp4
long jump_QIQRVy6m8mk.mp4,long jump,QIQRVy6m8mk.mp4,E:\kinetics400_5per\train\long jump\QIQRVy6m8mk.mp4
bench pressing_gWszV_R2qsk.mp4,bench pressing,gWszV_R2qsk.mp4,E:\kinetics400_5per\train\bench pressing\gWszV_R2qsk.mp4
triple jump_NsTabb8-BIY.mp4,triple jump,NsTabb8-BIY.mp4,E:\kinetics400_5per\train\triple jump\NsTabb8-BIY.mp4
high kick_KcYO2PxxKK8.mp4,high kick,KcYO2PxxKK8.mp4,E:\kinetics400_5per\train\high kick\KcYO2PxxKK8.mp4
mowing lawn_Lv-uPUFne2k.mp4,mowing lawn,Lv-uPUFne2k.mp4,E:\kinetics400_5per\train\mowing lawn\Lv-uPUFne2k.mp4
playing ice hockey_KuH1tDuRvXE.mp4,playing ice hockey,KuH1tDuRvXE.mp4,E:\kinetics400_5per\train\playing ice hockey\KuH1tDuRvXE.mp4
waxing back_OMotlO5U-ac.mp4,waxing back,OMotlO5U-ac.mp4,E:\kinetics400_5per\train\waxing back\OMotlO5U-ac.mp4
bench pressing_8nbEQY9UxMk.mp4,bench pressing,8nbEQY9UxMk.mp4,E:\kinetics400_5per\train\bench pressing\8nbEQY9UxMk.mp4
marching_ucF391TBCM4.mp4,marching,ucF391TBCM4.mp4,E:\kinetics400_5per\train\marching\ucF391TBCM4.mp4
skiing (not slalom or crosscountry)_cnwLvrj6Xxg.mp4,skiing (not slalom or crosscountry),cnwLvrj6Xxg.mp4,E:\kinetics400_5per\train\skiing (not slalom or crosscountry)\cnwLvrj6Xxg.mp4
mowing lawn_p85HuZ0DLiM.mp4,mowing lawn,p85HuZ0DLiM.mp4,E:\kinetics400_5per\train\mowing lawn\p85HuZ0DLiM.mp4
eating spaghetti_FWey6L5RiZU.mp4,eating spaghetti,FWey6L5RiZU.mp4,E:\kinetics400_5per\train\eating spaghetti\FWey6L5RiZU.mp4
sticking tongue out_aliUd2XxRt4.mp4,sticking tongue out,aliUd2XxRt4.mp4,E:\kinetics400_5per\train\sticking tongue out\aliUd2XxRt4.mp4
dancing gangnam style_dbhWSTz87js.mp4,dancing gangnam style,dbhWSTz87js.mp4,E:\kinetics400_5per\train\dancing gangnam style\dbhWSTz87js.mp4
sled dog racing_tVPWww64xZ4.mp4,sled dog racing,tVPWww64xZ4.mp4,E:\kinetics400_5per\train\sled dog racing\tVPWww64xZ4.mp4
making snowman_LWwUsSx7oQc.mp4,making snowman,LWwUsSx7oQc.mp4,E:\kinetics400_5per\train\making snowman\LWwUsSx7oQc.mp4
rock scissors paper_drXlOLzBuSY.mp4,rock scissors paper,drXlOLzBuSY.mp4,E:\kinetics400_5per\train\rock scissors paper\drXlOLzBuSY.mp4
cutting pineapple_tBcTV0n493Y.mp4,cutting pineapple,tBcTV0n493Y.mp4,E:\kinetics400_5per\train\cutting pineapple\tBcTV0n493Y.mp4
lunge_0LAlWDHdelM.mp4,lunge,0LAlWDHdelM.mp4,E:\kinetics400_5per\train\lunge\0LAlWDHdelM.mp4
playing trumpet_csKSWZhEhc8.mp4,playing trumpet,csKSWZhEhc8.mp4,E:\kinetics400_5per\train\playing trumpet\csKSWZhEhc8.mp4
braiding hair_uLOz5D7T5s0.mp4,braiding hair,uLOz5D7T5s0.mp4,E:\kinetics400_5per\train\braiding hair\uLOz5D7T5s0.mp4
hopscotch_BUUiRKAN6pc.mp4,hopscotch,BUUiRKAN6pc.mp4,E:\kinetics400_5per\train\hopscotch\BUUiRKAN6pc.mp4
jogging_HPy0jiCUmS4.mp4,jogging,HPy0jiCUmS4.mp4,E:\kinetics400_5per\train\jogging\HPy0jiCUmS4.mp4
waxing eyebrows_dCmo0F8uUZs.mp4,waxing eyebrows,dCmo0F8uUZs.mp4,E:\kinetics400_5per\train\waxing eyebrows\dCmo0F8uUZs.mp4
trimming trees_KwcVj79FDkM.mp4,trimming trees,KwcVj79FDkM.mp4,E:\kinetics400_5per\train\trimming trees\KwcVj79FDkM.mp4
